"5.00";"8.000"
"5.50";"8.000"
"4.70";"7.000"
"5.20";"8.000"
"4.50";"7.000"
"4.00";"6.000"
"4.30";"6.000"
"5.30";"8.000"
"6.00";"9.000"
"5.25";"8.000"
"3.50";"5.000"
